Row ID;Ship Date;Customer Name;City;State;Postal Code;Region;Category;Sub-Category;Product Name;Sales;Quantity
4603;2015-05-29;Ben Ferrer;Jacksonville;North Carolina;28540;South;Office Supplies;Paper;Xerox 1991;18,272;1
4604;2015-05-29;Ben Ferrer;Jacksonville;North Carolina;28540;South;Office Supplies;Paper;Xerox 1937;153,728;4
4605;2015-05-29;Ben Ferrer;Jacksonville;North Carolina;28540;South;Office Supplies;Envelopes;Security-Tint Envelopes;12,224;2
4606;2015-05-29;Ben Ferrer;Jacksonville;North Carolina;28540;South;Technology;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;167,944;7
4607;2015-06-02;Maxwell Schwartz;Rochester;New York;14609;East;Technology;Phones;Panasonic Kx-TS550;45,99;1
4608;2015-06-02;Maxwell Schwartz;Rochester;New York;14609;East;Office Supplies;Storage;Hot File 7-Pocket, Floor Stand;535,41;3
4609;2015-06-02;Maxwell Schwartz;Rochester;New York;14609;East;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red";6,096;2
4610;2015-06-02;Maxwell Schwartz;Rochester;New York;14609;East;Office Supplies;Paper;Xerox 219;45,36;7
4611;2017-11-14;Joel Eaton;Oceanside;California;92054;West;Furniture;Furnishings;Eldon Wave Desk Accessories;47,12;8
4612;2016-01-26;Henry Goldwyn;Gulfport;Mississippi;39503;South;Office Supplies;Binders;XtraLife ClearVue Slant-D Ring Binders by Cardinal;31,36;4
4613;2017-01-06;Emily Phan;Jacksonville;Florida;32216;South;Office Supplies;Art;Newell 345;47,616;3
4614;2017-01-06;Emily Phan;Jacksonville;Florida;32216;South;Office Supplies;Paper;Things To Do Today Pad;23,48;5
4615;2016-09-10;Gary Hansen;Houston;Texas;77070;Central;Office Supplies;Appliances;Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red;62,79;3
4616;2016-09-10;Gary Hansen;Houston;Texas;77070;Central;Office Supplies;Fasteners;Advantus Map Pennant Flags and Round Head Tacks;28,44;9
4617;2015-09-07;David Smith;Houston;Texas;77095;Central;Technology;Accessories;Sony Micro Vault Click 16 GB USB 2.0 Flash Drive;134,376;3
4618;2015-09-26;Tracy Hopkins;Everett;Massachusetts;2149;East;Technology;Phones;Polycom VoiceStation 500 Conference phone;589,9;2
4619;2015-09-26;Tracy Hopkins;Everett;Massachusetts;2149;East;Furniture;Chairs;Global Ergonomic Managers Chair;542,94;3
4620;2017-12-25;Robert Marley;Los Angeles;California;90049;West;Technology;Copiers;Hewlett Packard LaserJet 3310 Copier;2879,952;6
4621;2017-12-25;Robert Marley;Los Angeles;California;90049;West;Office Supplies;Binders;Vinyl Sectional Post Binders;90,48;3
4622;2015-10-08;Sylvia Foulston;Wilmington;Delaware;19805;East;Office Supplies;Storage;Personal Filing Tote with Lid, Black/Gray;77,55;5
4623;2017-09-14;Sean O'Donnell;Columbia;Tennessee;38401;South;Office Supplies;Supplies;Staple remover;8,832;3
4624;2017-09-14;Sean O'Donnell;Columbia;Tennessee;38401;South;Office Supplies;Paper;Xerox 1888;177,536;4
4625;2017-09-14;Sean O'Donnell;Columbia;Tennessee;38401;South;Office Supplies;Storage;Fellowes Super Stor/Drawer Files;258,48;2
4626;2017-09-14;Sean O'Donnell;Columbia;Tennessee;38401;South;Furniture;Furnishings;Eldon Wave Desk Accessories;14,136;3
4627;2016-11-18;Cyma Kinney;New York City;New York;10011;East;Office Supplies;Storage;Tenex File Box, Personal Filing Tote with Lid, Black;77,55;5
4628;2016-11-18;Cyma Kinney;New York City;New York;10011;East;Office Supplies;Storage;Eldon Simplefile Box Office;24,88;2
4629;2016-11-18;Cyma Kinney;New York City;New York;10011;East;Office Supplies;Art;Boston Electric Pencil Sharpener, Model 1818, Charcoal Black;140,75;5
4630;2016-11-18;Cyma Kinney;New York City;New York;10011;East;Office Supplies;Storage;Portable Personal File Box;36,63;3
4631;2015-10-15;Guy Armstrong;Mount Pleasant;Michigan;48858;Central;Furniture;Furnishings;DAX Cubicle Frames, 8-1/2 x 11;17,14;2
4632;2017-08-08;Bruce Degenhardt;San Francisco;California;94122;West;Office Supplies;Labels;Avery 473;51,75;5
4633;2017-08-08;Bruce Degenhardt;San Francisco;California;94122;West;Furniture;Furnishings;Deflect-o EconoMat Studded, No Bevel Mat for Low Pile Carpeting;123,96;3
4634;2015-08-26;David Smith;San Francisco;California;94122;West;Furniture;Bookcases;Sauder Camden County Collection Library;586,398;6
4635;2015-08-26;David Smith;San Francisco;California;94122;West;Office Supplies;Storage;Carina Double Wide Media Storage Towers in Natural & Black;80,98;1
4636;2017-03-17;Bill Stewart;San Francisco;California;94122;West;Office Supplies;Storage;Carina Double Wide Media Storage Towers in Natural & Black;242,94;3
4637;2017-04-29;Arthur Prichep;Los Angeles;California;90045;West;Office Supplies;Art;Boston School Pro Electric Pencil Sharpener, 1670;123,92;4
4638;2017-04-29;Arthur Prichep;Los Angeles;California;90045;West;Office Supplies;Art;Newell Chalk Holder;12,39;3
4639;2017-04-29;Arthur Prichep;Los Angeles;California;90045;West;Office Supplies;Art;Boston Home & Office Model 2000 Electric Pencil Sharpeners;47,3;2
4640;2016-09-16;Jill Fjeld;Newport News;Virginia;23602;South;Technology;Copiers;Canon PC-428 Personal Copier;1599,92;8
4641;2016-09-16;Jill Fjeld;Newport News;Virginia;23602;South;Office Supplies;Envelopes;#10 Self-Seal White Envelopes;11,09;1
4642;2017-10-24;Helen Abelman;Fort Collins;Colorado;80525;West;Office Supplies;Binders;Storex Flexible Poly Binders with Double Pockets;3,168;4
4643;2017-10-24;Helen Abelman;Fort Collins;Colorado;80525;West;Furniture;Chairs;Office Star - Ergonomic Mid Back Chair with 2-Way Adjustable Arms;579,136;4
4644;2015-08-06;Corey-Lock;Seattle;Washington;98105;West;Office Supplies;Binders;Ibico Presentation Index for Binding Systems;6,368;2
4645;2015-08-06;Corey-Lock;Seattle;Washington;98105;West;Technology;Machines;Okidata C331dn Printer;558,4;2
4646;2016-08-16;Becky Castell;New York City;New York;10011;East;Furniture;Chairs;Global Geo Office Task Chair, Gray;145,764;2
4647;2014-06-05;Ellis Ballard;Richmond;Virginia;23223;South;Office Supplies;Paper;"Ampad Poly Cover Wirebound Steno Book, 6"" x 9"" Assorted Colors, Gregg Ruled";13,62;3
4648;2016-05-01;Dennis Bolton;New York City;New York;10009;East;Furniture;Chairs;Office Star - Mid Back Dual function Ergonomic High Back Chair with 2-Way Adjustable Arms;434,646;3
4649;2017-05-19;Ken Black;Seattle;Washington;98103;West;Office Supplies;Paper;Xerox 1917;440,19;9
4650;2017-05-19;Ken Black;Seattle;Washington;98103;West;Office Supplies;Supplies;Martin-Yale Premier Letter Opener;64,4;5
4651;2017-04-12;Adrian Hane;San Francisco;California;94110;West;Office Supplies;Paper;Xerox 1891;244,55;5
4652;2017-04-12;Adrian Hane;San Francisco;California;94110;West;Office Supplies;Paper;Xerox 1942;195,76;4
4653;2017-02-23;Gary Hansen;Perth Amboy;New Jersey;8861;East;Office Supplies;Paper;"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages";11,76;2
4654;2017-02-23;Gary Hansen;Perth Amboy;New Jersey;8861;East;Office Supplies;Storage;Fellowes Bases and Tops For Staxonsteel/High-Stak Systems;166,45;5
4655;2017-06-26;Kean Thornton;San Francisco;California;94110;West;Office Supplies;Fasteners;"Acco Banker's Clasps, 5 3/4""-Long";2,88;1
4656;2014-05-10;Katharine Harms;Freeport;Illinois;61032;Central;Office Supplies;Storage;Eldon Portable Mobile Manager;45,248;2
4657;2015-05-07;Stewart Visinsky;Philadelphia;Pennsylvania;19140;East;Office Supplies;Art;Sanford Prismacolor Professional Thick Lead Art Pencils, 36-Color Set;59,904;2
4658;2015-05-07;Stewart Visinsky;Philadelphia;Pennsylvania;19140;East;Office Supplies;Appliances;Holmes Replacement Filter for HEPA Air Cleaner, Large Room;23,696;2
4659;2015-05-07;Stewart Visinsky;Philadelphia;Pennsylvania;19140;East;Office Supplies;Paper;Xerox 1897;7,968;2
4660;2015-05-07;Stewart Visinsky;Philadelphia;Pennsylvania;19140;East;Office Supplies;Appliances;Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack;18,2;7
4661;2015-05-07;Stewart Visinsky;Philadelphia;Pennsylvania;19140;East;Technology;Accessories;SanDisk Cruzer 16 GB USB Flash Drive;27,552;3
4662;2015-05-07;Stewart Visinsky;Philadelphia;Pennsylvania;19140;East;Furniture;Chairs;Global Leather Highback Executive Chair with Pneumatic Height Adjustment, Black;844,116;6
4663;2015-05-07;Stewart Visinsky;Philadelphia;Pennsylvania;19140;East;Office Supplies;Storage;Fellowes Bankers Box Stor/Drawer Steel Plus;76,752;3
4664;2016-09-22;Patrick O'Brill;Jacksonville;Florida;32216;South;Office Supplies;Labels;Avery 480;3;1
4665;2016-09-26;Amy Cox;Pembroke Pines;Florida;33024;South;Office Supplies;Binders;Acco Suede Grain Vinyl Round Ring Binder;7,506;9
4666;2016-09-26;Amy Cox;Pembroke Pines;Florida;33024;South;Office Supplies;Labels;"Avery Address/Shipping Labels for Typewriters, 4"" x 2""";16,56;2
4667;2016-01-17;Ken Black;Seattle;Washington;98115;West;Furniture;Furnishings;24-Hour Round Wall Clock;79,92;4
4668;2016-01-17;Ken Black;Seattle;Washington;98115;West;Technology;Accessories;Logitech Media Keyboard K200;69,98;2
4669;2017-05-11;Dorothy Badders;Fort Worth;Texas;76106;Central;Office Supplies;Binders;Avery Durable Poly Binders;11,06;10
4670;2017-05-11;Dorothy Badders;Fort Worth;Texas;76106;Central;Furniture;Bookcases;Sauder Mission Library with Doors, Fruitwood Finish;623,4648;7
4671;2017-05-11;Dorothy Badders;Fort Worth;Texas;76106;Central;Office Supplies;Storage;Fellowes Staxonsteel Drawer Files;772,68;5
4672;2016-08-06;Ken Lonsdale;Detroit;Michigan;48205;Central;Office Supplies;Appliances;Honeywell Quietcare HEPA Air Cleaner;283,14;4
4673;2016-08-06;Ken Lonsdale;Detroit;Michigan;48205;Central;Technology;Phones;ClearOne Communications CHAT 70 OC Speaker Phone;635,96;4
4674;2016-08-06;Ken Lonsdale;Detroit;Michigan;48205;Central;Technology;Phones;Polycom SoundPoint Pro SE-225 Corded phone;118,99;1
4675;2016-08-06;Ken Lonsdale;Detroit;Michigan;48205;Central;Furniture;Furnishings;Eldon ClusterMat Chair Mat with Cordless Antistatic Protection;272,94;3
4676;2017-03-29;Alejandro Grove;Philadelphia;Pennsylvania;19120;East;Furniture;Furnishings;Eldon Expressions Punched Metal & Wood Desk Accessories, Black & Cherry;15,008;2
4677;2014-03-19;Jason Fortune-;Logan;Utah;84321;West;Office Supplies;Binders;GBC Wire Binding Combs;33,088;4
4678;2014-03-19;Jason Fortune-;Logan;Utah;84321;West;Office Supplies;Storage;Carina Double Wide Media Storage Towers in Natural & Black;80,98;1
4679;2014-03-19;Jason Fortune-;Logan;Utah;84321;West;Technology;Accessories;Imation 30456 USB Flash Drive 8GB;82,8;12
4680;2014-03-19;Jason Fortune-;Logan;Utah;84321;West;Office Supplies;Storage;Staple magnet;21,36;2
4681;2014-03-19;Jason Fortune-;Logan;Utah;84321;West;Office Supplies;Binders;"Premium Transparent Presentation Covers, No Pattern/Clear, 8 1/2"" x 11""";62,048;2
4682;2016-07-18;Richard Eichhorn;Auburn;New York;13021;East;Office Supplies;Fasteners;Acco Hot Clips Clips to Go;29,61;9
4683;2016-12-01;Mike Vittorini;Raleigh;North Carolina;27604;South;Technology;Phones;Jabra Supreme Plus Driver Edition Headset;863,928;9
4684;2016-09-03;George Bell;Philadelphia;Pennsylvania;19120;East;Furniture;Tables;"Barricks 18"" x 48"" Non-Folding Utility Table with Bottom Storage Shelf";241,92;4
4685;2016-09-03;George Bell;Philadelphia;Pennsylvania;19120;East;Furniture;Bookcases;O'Sullivan 5-Shelf Heavy-Duty Bookcases;163,88;4
4686;2016-09-03;George Bell;Philadelphia;Pennsylvania;19120;East;Office Supplies;Binders;Fellowes Black Plastic Comb Bindings;3,486;2
4687;2016-09-03;George Bell;Philadelphia;Pennsylvania;19120;East;Office Supplies;Fasteners;Revere Boxed Rubber Bands by Revere;10,584;7
4688;2016-06-30;Hunter Lopez;Richmond;Indiana;47374;Central;Technology;Phones;Panasonic KX TS208W Corded phone;440,91;9
4689;2017-04-03;Becky Pak;Lancaster;Pennsylvania;17602;East;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red";5,715;5
4690;2014-12-22;Carol Triggs;Tucson;Arizona;85705;West;Furniture;Furnishings;"Computer Room Manger, 14""";51,968;2
4691;2014-12-22;Carol Triggs;Tucson;Arizona;85705;West;Technology;Accessories;Logitech 910-002974 M325 Wireless Mouse for Web Scrolling;71,976;3
4692;2014-12-22;Carol Triggs;Tucson;Arizona;85705;West;Furniture;Chairs;Global Low Back Tilter Chair;242,352;3
4693;2014-12-22;Carol Triggs;Tucson;Arizona;85705;West;Office Supplies;Paper;Xerox 1888;221,92;5
4694;2014-12-22;Carol Triggs;Tucson;Arizona;85705;West;Office Supplies;Paper;Xerox 1954;8,448;2
4695;2015-12-17;John Lee;Detroit;Michigan;48205;Central;Office Supplies;Binders;GBC Plastic Binding Combs;29,52;4
4696;2015-12-17;John Lee;Detroit;Michigan;48205;Central;Furniture;Chairs;Hon Valutask Swivel Chairs;302,94;3
4697;2015-12-17;John Lee;Detroit;Michigan;48205;Central;Furniture;Chairs;Harbour Creations 67200 Series Stacking Chairs;142,36;2
4698;2015-12-17;John Lee;Detroit;Michigan;48205;Central;Furniture;Chairs;Global Value Steno Chair, Gray;546,66;9
4699;2015-12-17;John Lee;Detroit;Michigan;48205;Central;Furniture;Furnishings;Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats;212,13;3
4700;2017-05-17;Julie Kriz;Austin;Texas;78745;Central;Office Supplies;Art;Newell 348;5,248;2
4701;2017-05-17;Julie Kriz;Austin;Texas;78745;Central;Office Supplies;Storage;Safco Commercial Shelving;74,416;2
4702;2017-05-17;Julie Kriz;Austin;Texas;78745;Central;Office Supplies;Paper;Xerox 1927;6,848;2
4703;2017-05-17;Julie Kriz;Austin;Texas;78745;Central;Furniture;Furnishings;Telescoping Adjustable Floor Lamp;7,996;1
4704;2016-06-28;Dave Hallsten;Houston;Texas;77095;Central;Office Supplies;Appliances;Holmes HEPA Air Purifier;8,712;2
4705;2016-05-18;Arthur Gainer;Waterbury;Connecticut;6708;East;Office Supplies;Supplies;Acme Forged Steel Scissors with Black Enamel Handles;65,17;7
4706;2016-05-18;Arthur Gainer;Waterbury;Connecticut;6708;East;Office Supplies;Labels;Avery 519;14,62;2
4707;2016-05-18;Arthur Gainer;Waterbury;Connecticut;6708;East;Furniture;Furnishings;Eldon Advantage Chair Mats for Low to Medium Pile Carpets;173,24;4
4708;2017-06-30;William Brown;Los Angeles;California;90049;West;Office Supplies;Binders;GBC DocuBind TL200 Manual Binding Machine;895,92;5
4709;2017-06-30;William Brown;Los Angeles;California;90049;West;Office Supplies;Storage;Trav-L-File Heavy-Duty Shuttle II, Black;130,71;3
4710;2017-06-30;William Brown;Los Angeles;California;90049;West;Office Supplies;Art;Newell 328;11,68;2
4711;2017-06-30;William Brown;Los Angeles;California;90049;West;Technology;Accessories;Enermax Briskie RF Wireless Keyboard and Mouse Combo;62,31;3
4712;2014-03-31;Jas O'Carroll;Philadelphia;Pennsylvania;19120;East;Office Supplies;Binders;Avery Round Ring Poly Binders;0,852;1
4713;2014-12-21;Ed Jacobs;Huntsville;Texas;77340;Central;Office Supplies;Paper;Xerox 224;36,288;7
4714;2014-12-21;Ed Jacobs;Huntsville;Texas;77340;Central;Furniture;Furnishings;Tenex Carpeted, Granite-Look or Clear Contemporary Contour Shape Chair Mats;56,568;2
4715;2017-05-20;Adrian Barton;Portland;Oregon;97206;West;Technology;Phones;Aastra 6757i CT Wireless VoIP phone;344,704;2
4716;2015-05-16;Larry Tron;Louisville;Colorado;80027;West;Technology;Phones;VTech DS6151;201,584;2
4717;2017-12-07;Corinna Mitchell;Seattle;Washington;98115;West;Furniture;Tables;Bevis Oval Conference Table, Walnut;521,96;2
4718;2015-12-17;Eric Murdock;Baltimore;Maryland;21215;East;Office Supplies;Art;Rogers Handheld Barrel Pencil Sharpener;8,22;3
4719;2015-10-11;Denny Joy;San Francisco;California;94109;West;Office Supplies;Paper;Xerox 1894;45,36;7
4720;2015-04-20;Deanra Eno;Los Angeles;California;90004;West;Office Supplies;Storage;"Tennsco Stur-D-Stor Boltless Shelving, 5 Shelves, 24"" Deep, Sand";947,17;7
4721;2015-04-20;Deanra Eno;Los Angeles;California;90004;West;Office Supplies;Paper;Xerox 19;61,96;2
4722;2014-06-11;Nick Radford;Aurora;Illinois;60505;Central;Furniture;Tables;Bevis Round Conference Table Top, X-Base;268,935;3
4723;2017-09-07;Christine Kargatis;Seattle;Washington;98103;West;Office Supplies;Art;Staples in misc. colors;7,58;1
4724;2016-05-22;Jeremy Farry;Athens;Georgia;30605;South;Office Supplies;Labels;Avery 493;14,73;3
4725;2016-11-15;Laurel Beltran;Apopka;Florida;32712;South;Office Supplies;Binders;Ibico Standard Transparent Covers;9,888;2
4726;2016-11-15;Laurel Beltran;Apopka;Florida;32712;South;Office Supplies;Appliances;Sanyo 2.5 Cubic Foot Mid-Size Office Refrigerators;671,544;3
4727;2014-11-29;Mike Pelletier;New York City;New York;10009;East;Office Supplies;Storage;Tennsco Snap-Together Open Shelving Units, Starter Sets and Add-On Units;1117,92;4
4728;2014-11-29;Mike Pelletier;New York City;New York;10009;East;Furniture;Bookcases;Sauder Camden County Collection Libraries, Planked Cherry Finish;275,952;3
4729;2014-11-12;Lena Hernandez;San Francisco;California;94110;West;Office Supplies;Binders;Wilson Jones Legal Size Ring Binders;123,144;7
4730;2016-07-23;Susan Vittorini;Dallas;Texas;75217;Central;Technology;Accessories;SanDisk Cruzer 4 GB USB Flash Drive;15,576;3
4731;2015-03-31;Richard Bierner;San Diego;California;92105;West;Office Supplies;Paper;Xerox 1880;212,64;6
4732;2015-03-31;Richard Bierner;San Diego;California;92105;West;Office Supplies;Paper;Tops Wirebound Message Log Books;9,87;3
4733;2015-03-31;Richard Bierner;San Diego;California;92105;West;Technology;Accessories;Memorex Froggy Flash Drive 8 GB;53,25;3
4734;2015-03-31;Richard Bierner;San Diego;California;92105;West;Furniture;Furnishings;G.E. Longer-Life Indoor Recessed Floodlight Bulbs;19,92;3
4735;2016-04-12;Dorris liebe;New York City;New York;10035;East;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back;658,746;3
4736;2015-06-19;Penelope Sewall;Lewiston;Maine;4240;East;Office Supplies;Binders;"ACCOHIDE 3-Ring Binder, Blue, 1""";8,26;2
4737;2015-06-19;Penelope Sewall;Lewiston;Maine;4240;East;Office Supplies;Binders;Recycled Easel Ring Binders;29,84;2
4738;2015-06-19;Penelope Sewall;Lewiston;Maine;4240;East;Technology;Accessories;Lenovo 17-Key USB Numeric Keypad;67,98;2
4739;2015-02-24;Guy Thornton;Long Beach;California;90805;West;Office Supplies;Labels;Avery 4027 File Folder Labels for Dot Matrix Printers, 5000 Labels per Box, White;61,06;2
4740;2015-02-24;Guy Thornton;Long Beach;California;90805;West;Furniture;Tables;Hon 61000 Series Interactive Training Tables;35,544;1
4741;2017-11-16;Christine Sundaresam;Seattle;Washington;98115;West;Office Supplies;Labels;Avery 483;9,96;2
4742;2017-11-16;Christine Sundaresam;Seattle;Washington;98115;West;Office Supplies;Art;Dixon Ticonderoga Maple Cedar Pencil, #2;9,21;3
4743;2017-11-16;Christine Sundaresam;Seattle;Washington;98115;West;Office Supplies;Supplies;Acme Forged Steel Scissors with Black Enamel Handles;27,93;3
4744;2017-03-05;Julia Dunbar;Rochester;Minnesota;55901;Central;Office Supplies;Fasteners;Advantus Map Pennant Flags and Round Head Tacks;7,9;2
4745;2017-03-05;Julia Dunbar;Rochester;Minnesota;55901;Central;Office Supplies;Storage;Recycled Steel Personal File for Standard File Folders;221,16;4
4746;2017-03-05;Julia Dunbar;Rochester;Minnesota;55901;Central;Office Supplies;Binders;GBC ProClick Punch Binding System;127,96;2
4747;2017-03-05;Julia Dunbar;Rochester;Minnesota;55901;Central;Office Supplies;Binders;Avery Hole Reinforcements;18,69;3
4748;2016-03-03;Theresa Swint;San Francisco;California;94110;West;Office Supplies;Supplies;"Elite 5"" Scissors";25,35;3
4749;2016-03-03;Theresa Swint;San Francisco;California;94110;West;Furniture;Furnishings;"Executive Impressions 10"" Spectator Wall Clock";35,28;3
4750;2016-12-25;Benjamin Venier;Seattle;Washington;98103;West;Office Supplies;Paper;Xerox 1898;33,4;5
4751;2016-10-09;Dionis Lloyd;Spokane;Washington;99207;West;Technology;Machines;Okidata C331dn Printer;837,6;3
4752;2016-12-13;Emily Burns;Franklin;Tennessee;37064;South;Technology;Phones;ARKON Windshield Dashboard Air Vent Car Mount Holder;40,68;3
4753;2017-11-24;Erica Smith;Jackson;Tennessee;38301;South;Furniture;Chairs;Office Star - Mesh Screen back chair with Vinyl seat;209,568;2
4754;2015-12-16;Joni Blumstein;Austin;Texas;78745;Central;Technology;Accessories;AmazonBasics 3-Button USB Wired Mouse;22,368;4
4755;2017-02-08;Shahid Collister;Pembroke Pines;Florida;33024;South;Office Supplies;Binders;GBC Instant Report Kit;3,882;2
4756;2017-02-08;Shahid Collister;Pembroke Pines;Florida;33024;South;Office Supplies;Paper;14-7/8 x 11 Blue Bar Computer Printout Paper;115,296;3
4757;2017-09-25;Emily Burns;Philadelphia;Pennsylvania;19143;East;Office Supplies;Binders;Insertable Tab Indexes For Data Binders;1,908;2
4758;2017-05-05;Tony Chapman;Danville;Illinois;61832;Central;Office Supplies;Binders;GBC Linen Binding Covers;43,372;7
4759;2014-11-07;Speros Goranitis;New York City;New York;10009;East;Technology;Phones;Panasonic KX-TG9471B;783,96;4
4760;2014-11-07;Speros Goranitis;New York City;New York;10009;East;Office Supplies;Binders;Surelock Post Binders;48,896;2
4761;2014-11-07;Speros Goranitis;New York City;New York;10009;East;Office Supplies;Binders;"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Light Blue";7,856;2
4762;2017-01-04;Bryan Mills;Columbus;Ohio;43229;East;Office Supplies;Labels;Avery 487;5,904;2
4763;2017-01-04;Bryan Mills;Columbus;Ohio;43229;East;Office Supplies;Supplies;Acme Office Executive Series Stainless Steel Trimmers;13,712;2
4764;2014-09-21;Nick Radford;Chula Vista;California;91911;West;Office Supplies;Envelopes;"Tyvek Interoffice Envelopes, 9 1/2"" x 12 1/2"", 100/Box";182,94;3
4765;2017-11-27;Patrick Gardner;San Francisco;California;94110;West;Office Supplies;Art;BIC Liqua Brite Liner;27,76;4
4766;2015-04-28;Deborah Brumfield;New York City;New York;10009;East;Office Supplies;Art;BOSTON Ranger #55 Pencil Sharpener, Black;25,99;1
4767;2015-03-12;Noel Staavos;San Antonio;Texas;78207;Central;Technology;Accessories;Maxell 4.7GB DVD-R;113,52;5
4768;2015-03-12;Noel Staavos;San Antonio;Texas;78207;Central;Technology;Phones;Panasonic KX T7736-B Digital phone;359,88;3
4769;2017-06-03;Cari Schnelling;Jacksonville;North Carolina;28540;South;Office Supplies;Paper;Things To Do Today Spiral Book;25,344;4
4770;2016-09-24;Chuck Clark;San Francisco;California;94109;West;Office Supplies;Binders;Cardinal Holdit Business Card Pockets;11,952;3
4771;2016-09-24;Chuck Clark;San Francisco;California;94109;West;Office Supplies;Supplies;Kleencut Forged Office Shears by Acme United Corporation;6,24;3
4772;2014-11-03;Amy Cox;Avondale;Arizona;85323;West;Technology;Phones;Plantronics HL10 Handset Lifter;742,336;8
4773;2017-11-27;Christopher Martinez;Chicago;Illinois;60610;Central;Furniture;Furnishings;Contemporary Wood/Metal Frame;6,464;1
4774;2017-11-27;Christopher Martinez;Chicago;Illinois;60610;Central;Office Supplies;Labels;Avery File Folder Labels;11,52;5
4775;2017-11-27;Christopher Martinez;Chicago;Illinois;60610;Central;Technology;Phones;Toshiba IPT2010-SD IP Telephone;222,384;2
4776;2017-11-21;Eileen Kiefer;Escondido;California;92025;West;Office Supplies;Art;Newell 328;23,36;4
4777;2016-02-23;Cyma Kinney;Long Beach;New York;11561;East;Office Supplies;Labels;Staple-on labels;8,67;3
4778;2016-02-23;Cyma Kinney;Long Beach;New York;11561;East;Office Supplies;Supplies;Acme Office Executive Series Stainless Steel Trimmers;25,71;3
4779;2017-11-11;Pete Kriz;Newark;Delaware;19711;East;Office Supplies;Appliances;Holmes Odor Grabber;100,94;7
4780;2014-07-10;Michelle Huthwaite;Buffalo;New York;14215;East;Furniture;Chairs;Situations Contoured Folding Chairs, 4/Set;63,882;1
4781;2014-11-12;Steven Cartwright;Houston;Texas;77070;Central;Furniture;Chairs;Hon Deluxe Fabric Upholstered Stacking Chairs, Squared Back;683,144;4
4782;2014-11-12;Steven Cartwright;Houston;Texas;77070;Central;Office Supplies;Binders;Avery Triangle Shaped Sheet Lifters, Black, 2/Pack;1,476;3
4783;2014-11-12;Steven Cartwright;Houston;Texas;77070;Central;Office Supplies;Supplies;Acme Stainless Steel Office Snips;40,712;7
4784;2017-02-01;Giulietta Baptist;Wichita;Kansas;67212;Central;Office Supplies;Paper;Xerox 1934;279,9;5
4785;2015-12-16;Irene Maddox;Colorado Springs;Colorado;80906;West;Office Supplies;Art;Newell 313;13,12;5
4786;2015-12-16;Irene Maddox;Colorado Springs;Colorado;80906;West;Furniture;Bookcases;Bush Westfield Collection Bookcases, Dark Cherry Finish;69,576;4
4787;2015-12-16;Irene Maddox;Colorado Springs;Colorado;80906;West;Office Supplies;Art;Newell 326;4,224;3
4788;2015-12-16;Irene Maddox;Colorado Springs;Colorado;80906;West;Technology;Accessories;Logitech Keyboard K120;58,08;4
4789;2015-12-16;Irene Maddox;Colorado Springs;Colorado;80906;West;Furniture;Furnishings;Master Caster Door Stop, Large Neon Orange;52,416;9
4790;2015-12-16;Irene Maddox;Colorado Springs;Colorado;80906;West;Furniture;Furnishings;DAX Wood Document Frame;54,92;5
4791;2015-12-16;Irene Maddox;Colorado Springs;Colorado;80906;West;Furniture;Tables;Bevis Rectangular Conference Tables;364,95;5
4792;2015-12-16;Irene Maddox;Colorado Springs;Colorado;80906;West;Office Supplies;Paper;Xerox 1932;85,056;3
4793;2015-12-16;Irene Maddox;Colorado Springs;Colorado;80906;West;Office Supplies;Paper;Avery Personal Creations Heavyweight Cards;27,696;3
4794;2015-07-04;Michelle Moray;New York City;New York;10011;East;Office Supplies;Paper;Ampad Phone Message Book, Recycled, 400 Message Capacity, 5 ¾” x 11”;24,96;4
4795;2015-03-23;Monica Federle;Los Angeles;California;90036;West;Furniture;Furnishings;"Howard Miller 11-1/2"" Diameter Brentwood Wall Clock";43,13;1
4796;2015-08-17;Clytie Kelty;Marietta;Georgia;30062;South;Office Supplies;Binders;3-ring staple pack;5,64;3
4797;2016-05-19;Michael Kennedy;Jacksonville;Florida;32216;South;Office Supplies;Binders;GBC DocuBind P50 Personal Binding Machine;57,582;3
4798;2016-05-19;Michael Kennedy;Jacksonville;Florida;32216;South;Office Supplies;Paper;Xerox 23;31,104;6
4799;2016-05-19;Michael Kennedy;Jacksonville;Florida;32216;South;Furniture;Furnishings;DAX Copper Panel Document Frame, 5 x 7 Size;30,192;3
4800;2016-05-19;Michael Kennedy;Jacksonville;Florida;32216;South;Technology;Phones;LF Elite 3D Dazzle Designer Hard Case Cover, Lf Stylus Pen and Wiper For Apple Iphone 5c Mini Lite;43,6;5
